,accuracy,polar_consistency_↓,abs_agreement_score,contradiction_idx_↓,ideal model dist ↓,layer_number,relative_postion,perc_cluster,accuracy_cluster,index,dataset,finetune
129,0.6276595744680851,0.3496057093143463,0.6593576669692993,0.7557930946350098,0.7044553804351021,31,91.0,4,2,llama8b-it_ttt,ttt,yes
130,0.6329787234042553,0.38750964403152466,0.46468478441238403,0.6934731602668762,0.6728444831438916,32,94.0,4,2,llama8b-it_ttt,ttt,yes
131,0.5425531914893618,0.004090690985321999,0.004871946759521961,0.08214487135410309,0.700151832237614,33,97.0,4,1,llama8b-it_ttt,ttt,yes
132,0.5478723404255319,0.0,0.0,0.3200370967388153,0.5098974035082158,1,0.0,1,1,llama8b-it_not,not,yes
133,0.5851063829787234,0.3483220636844635,0.35630276799201965,0.5450437664985657,0.6998068971953525,2,3.0,1,1,llama8b-it_not,not,yes
134,0.5319148936170213,0.670911431312561,0.7193107008934021,0.8310461640357971,0.6922022953930422,3,6.0,1,1,llama8b-it_not,not,yes
135,0.526595744680851,0.0020872934255748987,0.002839277498424053,0.05189337581396103,0.7022334138763575,4,9.0,1,1,llama8b-it_not,not,yes
136,0.5159574468085106,0.00018703268142417073,0.0002549394266679883,0.024155670776963234,0.6883040567045022,5,12.0,1,1,llama8b-it_not,not,yes
137,0.5159574468085106,0.00035679517895914614,0.0004862913046963513,0.025855476036667824,0.6955375153694938,6,15.0,1,1,llama8b-it_not,not,yes
138,0.5212765957446809,0.0002168643695767969,0.00025349706993438303,0.017645129933953285,0.7043915125826287,7,18.0,1,1,llama8b-it_not,not,yes
139,0.5212765957446808,6.982695776969194e-05,7.401991751976311e-05,0.008019233122467995,0.5962988570215627,8,21.0,2,1,llama8b-it_not,not,yes
140,0.5265957446808511,5.6763121392577887e-05,6.426442269003019e-05,0.006514573469758034,0.6593510068229901,9,24.0,2,1,llama8b-it_not,not,yes
141,0.5159574468085106,2.2240896214498207e-05,2.27981545322109e-05,0.0031169988214969635,0.7019978880239522,10,27.0,2,1,llama8b-it_not,not,yes
142,0.5159574468085106,2.7105117624159902e-05,3.3369615266565233e-05,0.006801757030189037,0.6871753320342494,11,30.0,2,1,llama8b-it_not,not,yes
143,0.5106382978723404,2.701570701901801e-05,3.3101056033046916e-05,0.005507270339876413,0.6997933182604349,12,33.0,2,1,llama8b-it_not,not,yes
144,0.5212765957446808,2.56838775385404e-05,2.7750864319386892e-05,0.0047014737501740456,0.6831326255489025,13,36.0,2,1,llama8b-it_not,not,yes
145,0.5106382978723405,5.039133975515142e-05,5.713340942747891e-05,0.007394970860332251,0.7015673694614579,14,39.0,2,1,llama8b-it_not,not,yes
146,0.5106382978723404,6.626136746490374e-05,7.807202928233892e-05,0.011681422591209412,0.6784316620724089,15,42.0,2,1,llama8b-it_not,not,yes
147,0.9148936170212766,0.07025791704654694,0.1534241884946823,0.2605075240135193,0.6568985877305481,16,45.0,3,4,llama8b-it_not,not,yes
148,0.9148936170212766,0.054526906460523605,0.12309667468070984,0.35516929626464844,0.5769537961000113,17,48.0,3,4,llama8b-it_not,not,yes
149,0.5053191489361702,0.00011710546823451295,0.00022853082919027656,0.024074669927358627,0.675420260984714,18,52.0,3,1,llama8b-it_not,not,yes
150,0.9095744680851063,0.06926330178976059,0.1741948127746582,0.3777903616428375,0.5224608026282012,19,55.0,3,4,llama8b-it_not,not,yes
151,0.8936170212765957,0.06517816334962845,0.15362274646759033,0.3735974431037903,0.65956780393196,20,58.0,3,4,llama8b-it_not,not,yes
152,0.9042553191489362,0.05044980347156525,0.1334502249956131,0.4021863341331482,0.5158261204374178,21,61.0,3,4,llama8b-it_not,not,yes
153,0.7446808510638298,0.18545690178871155,0.22960235178470612,0.5750131011009216,0.706705546737898,22,64.0,3,2,llama8b-it_not,not,yes
154,0.8936170212765957,0.06615100800991058,0.1482321321964264,0.4022522270679474,0.5333355312286934,23,67.0,3,4,llama8b-it_not,not,yes
155,0.9095744680851063,0.05148874968290329,0.1350683867931366,0.4137357175350189,0.6296911708048815,24,70.0,4,4,llama8b-it_not,not,yes
156,0.7553191489361702,0.22531059384346008,0.2855617105960846,0.5544402599334717,0.7053986867284093,25,73.0,4,3,llama8b-it_not,not,yes
157,0.7553191489361702,0.21031922101974487,0.28427842259407043,0.5466955304145813,0.7058291933141376,26,76.0,4,3,llama8b-it_not,not,yes
158,0.898936170212766,0.05195312201976776,0.1699383556842804,0.3879949450492859,0.6621371373782666,27,79.0,4,4,llama8b-it_not,not,yes
159,0.7606382978723404,0.2056337296962738,0.3497037887573242,0.5802107453346252,0.6292505893881086,28,82.0,4,3,llama8b-it_not,not,yes
160,0.8936170212765957,0.09020161628723145,0.21810248494148254,0.37708762288093567,0.5508384571216473,29,85.0,4,4,llama8b-it_not,not,yes
161,0.8776595744680851,0.06960304826498032,0.2584851384162903,0.40735897421836853,0.5609233308449246,30,88.0,4,4,llama8b-it_not,not,yes
162,0.7819148936170213,0.15510162711143494,0.32059746980667114,0.6834335327148438,0.6965181855817488,31,91.0,4,3,llama8b-it_not,not,yes
163,0.8617021276595744,0.12698498368263245,0.2835872769355774,0.4451009929180145,0.5864441348346102,32,94.0,4,3,llama8b-it_not,not,yes
164,0.8776595744680851,0.0822259932756424,0.21231147646903992,0.40473049879074097,0.5476972311889284,33,97.0,4,4,llama8b-it_not,not,yes
165,0.5381526104417671,0.0,0.0,0.3200344443321228,0.5098977307419637,1,0.0,1,1,llama8b-it_mixed,orig,yes
166,0.5742971887550201,0.6046442985534668,0.6160958409309387,0.7534816265106201,0.6721864865052236,2,3.0,1,1,llama8b-it_mixed,orig,yes
167,0.6706827309236948,0.3365696370601654,0.3672751188278198,0.5495172142982483,0.6992397649745244,3,6.0,1,2,llama8b-it_mixed,orig,yes
168,0.6305220883534137,0.2554034888744354,0.36786264181137085,0.6109627485275269,0.705701268875673,4,9.0,1,2,llama8b-it_mixed,orig,yes
169,0.6746987951807228,0.03600300848484039,0.04231042414903641,0.30412396788597107,0.7065683759971217,5,12.0,1,2,llama8b-it_mixed,orig,yes
170,0.678714859437751,0.024579301476478577,0.04691503569483757,0.24335932731628418,0.46889086229646665,6,15.0,1,2,llama8b-it_mixed,orig,yes
171,0.6746987951807228,0.04064752534031868,0.04633527994155884,0.2695848345756531,0.7060724166815318,7,18.0,1,2,llama8b-it_mixed,orig,yes
172,0.6746987951807228,0.035345952957868576,0.06530250608921051,0.2781725525856018,0.5581167920717595,8,21.0,2,2,llama8b-it_mixed,orig,yes
173,0.6626506024096386,0.017993781715631485,0.046337395906448364,0.17963862419128418,0.6971254094766455,9,24.0,2,2,llama8b-it_mixed,orig,yes
174,0.6666666666666667,0.016924777999520302,0.05328898876905441,0.20588378608226776,0.5839566677879263,10,27.0,2,2,llama8b-it_mixed,orig,yes
175,0.6586345381526104,0.019460072740912437,0.0352204255759716,0.21014684438705444,0.6566606273756214,11,30.0,2,2,llama8b-it_mixed,orig,yes
176,0.6666666666666667,0.015702201053500175,0.021803388372063637,0.178042933344841,0.5871863811337132,12,33.0,2,2,llama8b-it_mixed,orig,yes
177,0.9116465863453815,0.10701461136341095,0.18586324155330658,0.3764669895172119,0.656343192646612,13,36.0,2,4,llama8b-it_mixed,orig,yes
178,0.9357429718875502,0.06837935745716095,0.13590675592422485,0.4192879796028137,0.5247428458955006,14,39.0,2,4,llama8b-it_mixed,orig,yes
179,0.9518072289156626,0.046475671231746674,0.1484268754720688,0.4113849401473999,0.5061319817071889,15,42.0,2,4,llama8b-it_mixed,orig,yes
180,0.963855421686747,0.0517096184194088,0.12034255266189575,0.47737908363342285,0.5058861401591009,16,45.0,3,4,llama8b-it_mixed,orig,yes
181,0.963855421686747,0.04309256747364998,0.12617190182209015,0.41015946865081787,0.5035086377927844,17,48.0,3,4,llama8b-it_mixed,orig,yes
182,0.9598393574297188,0.023055022582411766,0.09492746740579605,0.34532424807548523,0.6280692685098014,18,52.0,3,4,llama8b-it_mixed,orig,yes
183,0.9558232931726908,0.040298137813806534,0.10476309061050415,0.4170849919319153,0.5264887186745142,19,55.0,3,4,llama8b-it_mixed,orig,yes
184,0.9678714859437751,0.07137317210435867,0.11018449068069458,0.34163808822631836,0.6262824432533036,20,58.0,3,4,llama8b-it_mixed,orig,yes
185,0.963855421686747,0.0735640600323677,0.1349293738603592,0.35917699337005615,0.6355843377555614,21,61.0,3,4,llama8b-it_mixed,orig,yes
186,0.963855421686747,0.08562978357076645,0.146580770611763,0.34037351608276367,0.6342794030352435,22,64.0,3,4,llama8b-it_mixed,orig,yes
187,0.963855421686747,0.05381346121430397,0.10118181258440018,0.39749300479888916,0.5344203235448237,23,67.0,3,4,llama8b-it_mixed,orig,yes
188,0.9678714859437751,0.07006176561117172,0.12771236896514893,0.33125799894332886,0.6320158184956146,24,70.0,4,4,llama8b-it_mixed,orig,yes
