accuracy,polar_consistency_↓,abs_agreement_score,contradiction_idx_↓,ideal model dist ↓,layer_number,relative_postion,perc_cluster,accuracy_cluster,index
0.5957446808510638,0.8919129371643066,0.9354569315910339,0.9769942760467529,0.702224628294884,18,63.0,3,1,gemma2b-it_ttt
0.5851063829787234,0.8072012662887573,0.9030097126960754,0.9570549130439758,0.705235355228668,19,67.0,3,1,gemma2b-it_ttt
0.5957446808510638,0.8038592338562012,0.8746509552001953,0.9465241432189941,0.7019753966572102,20,70.0,4,1,gemma2b-it_ttt
0.601063829787234,0.8203883171081543,0.8804057836532593,0.9176911115646362,0.7052116452598157,21,74.0,4,1,gemma2b-it_ttt
0.5904255319148937,0.7275264263153076,0.8860780000686646,0.9229127764701843,0.7057670515867533,22,78.0,4,1,gemma2b-it_ttt
0.601063829787234,0.8162817358970642,0.857785701751709,0.93252032995224,0.7059848610794619,23,81.0,4,1,gemma2b-it_ttt
0.574468085106383,0.8055240511894226,0.8737917542457581,0.946718156337738,0.7006704731582203,24,85.0,4,1,gemma2b-it_ttt
0.601063829787234,0.8170495629310608,0.841149091720581,0.9287337064743042,0.7064631530413354,25,89.0,4,1,gemma2b-it_ttt
0.601063829787234,0.7633960843086243,0.7898569703102112,0.8618664741516113,0.6918967415913447,26,93.0,4,1,gemma2b-it_ttt
0.6223404255319149,0.6656943559646606,0.6755011081695557,0.7470157742500305,0.6790157935818976,27,96.0,4,1,gemma2b-it_ttt
0.5478723404255319,0.0,0.0,0.32003387808799744,0.5098978008641644,1,0.0,1,1,gemma2b-it_not
0.5159574468085106,0.0482352152466774,0.08392749726772308,0.42964330315589905,0.5558092551308048,2,4.0,1,1,gemma2b-it_not
0.5478723404255319,0.2575124502182007,0.4912700057029724,0.6411471366882324,0.6497600149774229,3,7.0,1,1,gemma2b-it_not
0.5851063829787234,0.215685173869133,0.37211307883262634,0.618462085723877,0.6320606943358278,4,11.0,1,1,gemma2b-it_not
0.5478723404255319,0.5190414190292358,0.5398668050765991,0.7100703120231628,0.6929492680687296,5,15.0,1,1,gemma2b-it_not
0.5638297872340425,0.41988474130630493,0.5873488187789917,0.7574498057365417,0.6553703097914064,6,19.0,2,1,gemma2b-it_not
0.526595744680851,0.00012396495731081814,0.00012396495731081814,0.012793422676622868,0.705261510209333,7,22.0,2,1,gemma2b-it_not
0.5319148936170213,0.00018482163432054222,0.00018482163432054222,0.012359242886304855,0.6748684686976963,8,26.0,2,1,gemma2b-it_not
0.5106382978723405,0.00010473474685568362,0.00010504224337637424,0.008441922254860401,0.6982285445793376,9,30.0,2,1,gemma2b-it_not
0.5106382978723405,0.00013206234143581241,0.0001332889951299876,0.006731315050274134,0.6969783574803003,10,33.0,2,1,gemma2b-it_not
0.5053191489361701,6.445416511269286e-05,7.424755312968045e-05,0.004007604904472828,0.6940805705548875,11,37.0,2,1,gemma2b-it_not
0.5053191489361701,0.00022583008103538305,0.0002278629835927859,0.008491037413477898,0.6911056219317774,12,41.0,2,1,gemma2b-it_not
0.5,0.0003097830922342837,0.00033610270475037396,0.01930270716547966,0.7007561106054462,13,44.0,3,1,gemma2b-it_not
0.5106382978723404,0.00025574167375452816,0.00031539046904072165,0.015996156260371208,0.6876024385857298,14,48.0,3,1,gemma2b-it_not
0.9574468085106383,0.08488196134567261,0.14664959907531738,0.4127195179462433,0.5101368947387535,15,52.0,3,4,gemma2b-it_not
0.9574468085106383,0.07959667593240738,0.1693064421415329,0.4524345099925995,0.6380961426221048,16,56.0,3,4,gemma2b-it_not
